taxa	taxid	superkingdom	clade	kingdom	family	genus
Shapirovirus cbk	1204537	Viruses	Duplodnaviria	Heunggongvirae	NA	Shapirovirus
Petsuvirus pEtSU	2734128	Viruses	Duplodnaviria	Heunggongvirae	NA	Petsuvirus
Prochlorococcus phage P-HM2	445696	Viruses	Duplodnaviria	Heunggongvirae	NA	Eurybiavirus
Morganella phage vB_MmoM_MP1	1852628	Viruses	Duplodnaviria	Heunggongvirae	Straboviridae	Gualtarvirus
Moturavirus motura	2843625	Viruses	Duplodnaviria	Heunggongvirae	NA	Moturavirus
Bellamyvirus bellamy	2734095	Viruses	Duplodnaviria	Heunggongvirae	Kyanoviridae	Bellamyvirus
Novosibvirus stubb	2733995	Viruses	Duplodnaviria	Heunggongvirae	Demerecviridae	Novosibvirus
Jarilovirus jarilo	2733629	Viruses	Duplodnaviria	Heunggongvirae	Autographiviridae	Jarilovirus
Wanjuvirus PP2	2733377	Viruses	Duplodnaviria	Heunggongvirae	Autographiviridae	Wanjuvirus
Kayvirus rodi	1980962	Viruses	Duplodnaviria	Heunggongvirae	Herelleviridae	Kayvirus
Lymantria xylina nucleopolyhedrovirus	166921	Viruses	NA	NA	Baculoviridae	Alphabaculovirus
Cryptophlebia leucotreta granulovirus	35254	Viruses	NA	NA	Baculoviridae	Betabaculovirus
Xestia c-nigrum granulovirus	51677	Viruses	NA	NA	Baculoviridae	Betabaculovirus
Elicom virus 1	2480175	Viruses	NA	NA	NA	NA
Kaumoebavirus	1859492	Viruses	NA	NA	NA	NA
Faba bean yellow leaf virus	1137801	Viruses	Monodnaviria	Shotokuvirae	Nanoviridae	Nanovirus
Bacillus sp. BS98	2608254	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Lactococcus carnosus	2749961	Bacteria	Terrabacteria group	NA	Streptococcaceae	Lactococcus
Glutamicibacter nicotianae	37929	Bacteria	Terrabacteria group	NA	Micrococcaceae	Glutamicibacter
Mycobacterium seoulense	386911	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Rhodococcus sp. 2G	1570939	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Rhodococcus sp. WB1	1033922	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Streptomyces sp. PLM4	2929798	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces sp. M54	2759525	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Candidatus Planktophila dulcis	1884914	Bacteria	Terrabacteria group	NA	Candidatus Nanopelagicaceae	Candidatus Planktophila
Tenacibaculum sp. AHE14PA	2745565	Bacteria	FCB group	NA	Flavobacteriaceae	Tenacibaculum
Enterobacter sp. YSU	648691	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Serratia sp. P2ACOL2	2482769	Bacteria	NA	NA	Yersiniaceae	Serratia
Pseudomonas sp. LBUM920	2126069	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas germanica	2815720	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Aeromonas sp. CU5	2033033	Bacteria	NA	NA	Aeromonadaceae	Aeromonas
Anaplasma marginale	770	Bacteria	NA	NA	Anaplasmataceae	Anaplasma
Neorickettsia sennetsu	951	Bacteria	NA	NA	Anaplasmataceae	Neorickettsia
Thermotoga sp. RQ7	126738	Bacteria	NA	NA	Thermotogaceae	Thermotoga
Insect inshuvirus	1980541	Viruses	Riboviria	Orthornavirae	Phasmaviridae	Inshuvirus
Shahe picorna-like virus 13	1923443	Viruses	Riboviria	NA	NA	NA
Croceibacter phage P2559Y	1327037	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Vibrio phage VBM1	754074	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Halocynthia phage JM-2012	1173297	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Tidunavirus VP4B	2560833	Viruses	Duplodnaviria	Heunggongvirae	NA	Tidunavirus
Wifcevirus WFC	2734156	Viruses	Duplodnaviria	Heunggongvirae	NA	Wifcevirus
Mingyongvirus VMY22	2843786	Viruses	Duplodnaviria	Heunggongvirae	Salasmaviridae	Mingyongvirus
CrAssphage sp.	2212563	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
crAssphage cr128_1	2772076	Viruses	Duplodnaviria	Heunggongvirae	Steigviridae	Mahlunavirus
Marseillevirus marseillevirus	694581	Viruses	Varidnaviria	Bamfordvirae	Marseilleviridae	Marseillevirus
Chrysodeixis chalcites nucleopolyhedrovirus	320432	Viruses	NA	NA	Baculoviridae	Alphabaculovirus
Chelonus inanitus bracovirus	36344	Viruses	NA	NA	Polydnaviriformidae	Bracoviriform
Acidianus filamentous virus 6	346882	Viruses	Adnaviria	Zilligvirae	Lipothrixviridae	Betalipothrixvirus
Deinbollia mosaic virus	1812308	Viruses	Monodnaviria	Shotokuvirae	Geminiviridae	Begomovirus
Synechococcus sp. WH 8101	59932	Bacteria	Terrabacteria group	NA	Synechococcaceae	Synechococcus
Prevotella sp. E15-14	2913618	Bacteria	FCB group	NA	Prevotellaceae	Prevotella
Pseudomonas sp. LH1G9	2083055	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudoalteromonas sp. DL-6	1390185	Bacteria	NA	NA	Pseudoalteromonadaceae	Pseudoalteromonas
Pseudoalteromonas sp. SiA1	2839744	Bacteria	NA	NA	Pseudoalteromonadaceae	Pseudoalteromonas
Pseudoalteromonas sp. NC201	1514074	Bacteria	NA	NA	Pseudoalteromonadaceae	Pseudoalteromonas
Polynucleobacter sp. AP-Kolm-20A-A1	2081041	Bacteria	NA	NA	Burkholderiaceae	Polynucleobacter
Agrobacterium sp. CGMCC 11546	2579248	Bacteria	NA	NA	Rhizobiaceae	Agrobacterium
Rosistilla ulvae	1930277	Bacteria	PVC group	NA	Pirellulaceae	Rosistilla
Natrinema pallidum	69527	Archaea	Stenosarchaea group	NA	Natrialbaceae	Natrinema
Thermococcus sp. AM4	246969	Archaea	NA	NA	Thermococcaceae	Thermococcus
Metallosphaera prunae	47304	Archaea	TACK group	NA	Sulfolobaceae	Metallosphaera
Hyperthermus butylicus	54248	Archaea	TACK group	NA	Pyrodictiaceae	Hyperthermus
Cosavirus JMY-2014	1582094	Viruses	Riboviria	Orthornavirae	Picornaviridae	Cosavirus
Synechococcus phage S-RSM4	555387	Viruses	Duplodnaviria	Heunggongvirae	Kyanoviridae	Gibbetvirus
Lenusvirus nyseid	2734206	Viruses	Duplodnaviria	Heunggongvirae	NA	Lenusvirus
Manuelvirus manuel	2846403	Viruses	Duplodnaviria	Heunggongvirae	NA	Manuelvirus
Chopinvirus KSY1	388452	Viruses	Duplodnaviria	Heunggongvirae	NA	Chopinvirus
Acadevirus PM116	2733576	Viruses	Duplodnaviria	Heunggongvirae	Autographiviridae	Acadevirus
Enterobacter phage Enc34	1150990	Viruses	Duplodnaviria	Heunggongvirae	Casjensviridae	Enchivirus
Dolphin mastadenovirus B	2170001	Viruses	Varidnaviria	Bamfordvirae	Adenoviridae	Mastadenovirus
Gryllus bimaculatus nudivirus	432587	Viruses	NA	NA	Nudiviridae	Alphanudivirus
Pithovirus sibericum	1450746	Viruses	NA	NA	Pithoviridae	Pithovirus
Klebsiella sp. WP4-W18-ESBL-05	2675713	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella sp. BDA134-6	2787706	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella sp. WP3-S18-ESBL-05	2675711	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Klebsiella sp. A52	2834819	Bacteria	NA	NA	Enterobacteriaceae	Klebsiella
Raoultella sp. X13	2259647	Bacteria	NA	NA	Enterobacteriaceae	Raoultella
Enterobacter cloacae complex sp. ECL405	2912630	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter cloacae complex sp. ECL112	2850493	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter sp. DNB-S2	2720029	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter sp. ODB01	1827481	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter sp. N18-03635	2500132	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Citrobacter sp. XT1-2-2	2942480	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter sp. RHBSTW-00229	2742641	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Citrobacter sp. CF971	2566012	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Kluyvera sp. CRP	2873269	Bacteria	NA	NA	Enterobacteriaceae	Kluyvera
Buttiauxella sp. 3AFRM03	2479367	Bacteria	NA	NA	Enterobacteriaceae	Buttiauxella
Yersinia sp. KBS0713	1179669	Bacteria	NA	NA	Yersiniaceae	Yersinia
Vibrio sp. SCSIO 43139	2819102	Bacteria	NA	NA	Vibrionaceae	Vibrio
Pseudomonas moraviensis	321662	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Marinobacter sp. JH2	2547598	Bacteria	NA	NA	Marinobacteraceae	Marinobacter
Halomonas sulfidoxydans	2733484	Bacteria	NA	NA	Halomonadaceae	Halomonas
Spiribacter sp. 2438	2666185	Bacteria	NA	NA	Ectothiorhodospiraceae	Spiribacter
Ralstonia pseudosolanacearum	1310165	Bacteria	NA	NA	Burkholderiaceae	Ralstonia
Ketogulonicigenium robustum	92947	Bacteria	NA	NA	Roseobacteraceae	Ketogulonicigenium
[Bacillus] caldolyticus	1394	Bacteria	Terrabacteria group	NA	Bacillaceae	Geobacillus
Mycobacterium shottsii	133549	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Streptomyces sp. A1-5	2738410	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Streptomyces murinus	33900	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Halovivax ruber	387341	Archaea	Stenosarchaea group	NA	Natrialbaceae	Halovivax
Thermococcus siculi	72803	Archaea	NA	NA	Thermococcaceae	Thermococcus
Human orthopneumovirus	11250	Viruses	Riboviria	Orthornavirae	Pneumoviridae	Orthopneumovirus
Kayvirus G1	292029	Viruses	Duplodnaviria	Heunggongvirae	Herelleviridae	Kayvirus
Kayvirus JD7	1924729	Viruses	Duplodnaviria	Heunggongvirae	Herelleviridae	Kayvirus
Atlauavirus tusconc8	2734085	Viruses	Duplodnaviria	Heunggongvirae	Kyanoviridae	Atlauavirus
Fremauxvirus fv1706	2845155	Viruses	Duplodnaviria	Heunggongvirae	NA	Fremauxvirus
Serkorvirus ITL1	2733956	Viruses	Duplodnaviria	Heunggongvirae	Autographiviridae	Serkorvirus
Anatid alphaherpesvirus 1	104388	Viruses	Duplodnaviria	Heunggongvirae	Herpesviridae	Mardivirus
Agrotis segetum nucleopolyhedrovirus B	1580580	Viruses	NA	NA	Baculoviridae	Alphabaculovirus
Enterobacter cloacae complex sp. ECNIH7	1915310	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter sp. AN-K1	2894203	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Citrobacter sp. RHBSTW-01013	2742677	Bacteria	NA	NA	Enterobacteriaceae	Citrobacter
Phytobacter sp. SCO41	1756993	Bacteria	NA	NA	Enterobacteriaceae	Phytobacter
Pantoea sp. SM3640	2787629	Bacteria	NA	NA	Erwiniaceae	Pantoea
Alteromonas sp. KC14	2795689	Bacteria	NA	NA	Alteromonadaceae	Alteromonas
Aneurinibacillus sp. XH2	1450761	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Aneurinibacillus
Rhodococcus sp. WB9	2594007	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Natrinema versiforme	88724	Archaea	Stenosarchaea group	NA	Natrialbaceae	Natrinema
Ledantevirus elgon	1978542	Viruses	Riboviria	Orthornavirae	Rhabdoviridae	Ledantevirus
Hubei picorna-like virus 4	1923120	Viruses	Riboviria	NA	NA	NA
Felixounavirus SP116	2560733	Viruses	Duplodnaviria	Heunggongvirae	NA	Felixounavirus
Clostridium phage phiCP34O	1042123	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Lactococcus phage asccphi28	503388	Viruses	Duplodnaviria	Heunggongvirae	Salasmaviridae	NA
Spodoptera frugiperda ascovirus 1a	113370	Viruses	Varidnaviria	Bamfordvirae	Ascoviridae	Ascovirus
Mimivirus-dependent virus Sputnik	1932927	Viruses	Varidnaviria	Bamfordvirae	Lavidaviridae	Sputnikvirus
Neodiprion sertifer nucleopolyhedrovirus	111874	Viruses	NA	NA	Baculoviridae	Gammabaculovirus
Cedratvirus A11	1903266	Viruses	NA	NA	Pithoviridae	NA
Human papillomavirus KC5	1647924	Viruses	Monodnaviria	Shotokuvirae	Papillomaviridae	Gammapapillomavirus
Ramie mosaic Yunnan virus	1874886	Viruses	Monodnaviria	Shotokuvirae	Geminiviridae	Begomovirus
Enterobacter sp. BIDMC100	1686399	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Enterobacter sp. DSM 30060	2747372	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Pseudoalteromonas tetraodonis	43659	Bacteria	NA	NA	Pseudoalteromonadaceae	Pseudoalteromonas
Aeromonas sp. ASNIH2	1636607	Bacteria	NA	NA	Aeromonadaceae	Aeromonas
Mycobacterium riyadhense	486698	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Rhodococcus sp. AQ5-07	2054902	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Spiroplasma atrichopogonis	1114980	Bacteria	Terrabacteria group	NA	Spiroplasmataceae	Spiroplasma
Sulfodiicoccus acidiphilus	1670455	Archaea	TACK group	NA	Sulfolobaceae	Sulfodiicoccus
Wuhan insect virus 12	1923716	Viruses	Riboviria	NA	NA	NA
Mycobacterium virus TM4	1993872	Viruses	Duplodnaviria	Heunggongvirae	NA	Timquatrovirus
Salmondvirus JA29	2734142	Viruses	Duplodnaviria	Heunggongvirae	NA	Salmondvirus
Wuhanvirus PHB02	2733970	Viruses	Duplodnaviria	Heunggongvirae	Autographiviridae	Wuhanvirus
Lahexavirus lv44572	2843648	Viruses	Duplodnaviria	Heunggongvirae	NA	Lahexavirus
Cellulophaga phage phi18:3	1327983	Viruses	Duplodnaviria	Heunggongvirae	Pachyviridae	Baltivirus
Macacine gammaherpesvirus 8	2560572	Viruses	Duplodnaviria	Heunggongvirae	Herpesviridae	Rhadinovirus
Bombyx mori nucleopolyhedrovirus	271108	Viruses	NA	NA	Baculoviridae	Alphabaculovirus
Buzura suppressaria nucleopolyhedrovirus	74320	Viruses	NA	NA	Baculoviridae	Alphabaculovirus
Human mastadenovirus C	129951	Viruses	Varidnaviria	Bamfordvirae	Adenoviridae	Mastadenovirus
Sulfolobus virus STSV1	285013	Viruses	NA	NA	Bicaudaviridae	NA
Aeromonas sp. FDAARGOS 1416	2778065	Bacteria	NA	NA	Aeromonadaceae	Aeromonas
Spiroplasma mirum	2144	Bacteria	Terrabacteria group	NA	Spiroplasmataceae	Spiroplasma
Wenling crustacean virus 4	1923487	Viruses	Riboviria	NA	NA	NA
Asteriusvirus av121Q	2560436	Viruses	Duplodnaviria	Heunggongvirae	NA	Asteriusvirus
Pahexavirus PHL009M11	1982273	Viruses	Duplodnaviria	Heunggongvirae	NA	Pahexavirus
Quhwahvirus kaihaidragon	2283289	Viruses	Duplodnaviria	Heunggongvirae	NA	Quhwahvirus
Sulfolobus virus STSV2	1123964	Viruses	NA	NA	Bicaudaviridae	NA
Enterococcus sp. FDAARGOS_553	2420313	Bacteria	Terrabacteria group	NA	Enterococcaceae	Enterococcus
Bacillus sp. 3a	580459	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Rhodococcus sp. 008	1723645	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Streptomyces sampsonii	42239	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Synechococcus sp. PROS-9-1	1968775	Bacteria	Terrabacteria group	NA	Synechococcaceae	Synechococcus
Synechococcus sp. CB0101	232348	Bacteria	Terrabacteria group	NA	Synechococcaceae	Synechococcus
Thermosynechococcus sp. CL-1	2583530	Bacteria	Terrabacteria group	NA	Thermosynechococcaceae	Thermosynechococcus
Serratia sp. JSRIV002	2831894	Bacteria	NA	NA	Yersiniaceae	Serratia
Serratia sp. Tan611	2773264	Bacteria	NA	NA	Yersiniaceae	Serratia
Shewanella loihica	359303	Bacteria	NA	NA	Shewanellaceae	Shewanella
Idiomarina sp. X4	2055892	Bacteria	NA	NA	Idiomarinaceae	Idiomarina
Halomonas sp. GT	1971364	Bacteria	NA	NA	Halomonadaceae	Halomonas
Pseudomonas khazarica	2502979	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Aeromonas sp. WP2-W18-CRE-05	2675707	Bacteria	NA	NA	Aeromonadaceae	Aeromonas
Xanthomonas sp. SI	2724123	Bacteria	NA	NA	Xanthomonadaceae	Xanthomonas
Pasteurella dagmatis	754	Bacteria	NA	NA	Pasteurellaceae	Pasteurella
Ectothiorhodospira sp. BSL-9	1442136	Bacteria	NA	NA	Ectothiorhodospiraceae	Ectothiorhodospira
Rhizobium sp. CCGE531	2364271	Bacteria	NA	NA	Rhizobiaceae	Rhizobium
Neorickettsia risticii	950	Bacteria	NA	NA	Anaplasmataceae	Neorickettsia
Wolbachia endosymbiont of Culex quinquefasciatus	263437	Bacteria	NA	NA	Anaplasmataceae	Wolbachia
Acetobacter orientalis	146474	Bacteria	NA	NA	Acetobacteraceae	Acetobacter
Celeribacter marinus	1397108	Bacteria	NA	NA	Roseobacteraceae	Celeribacter
Antarctobacter heliothermus	74033	Bacteria	NA	NA	Roseobacteraceae	Antarctobacter
Leptospira sp. mild_001	2838238	Bacteria	NA	NA	Leptospiraceae	Leptospira
Thermocrinis albus	136094	Bacteria	NA	NA	Aquificaceae	Thermocrinis
Haloterrigena alkaliphila	2816475	Archaea	Stenosarchaea group	NA	Natrialbaceae	Haloterrigena
Halobacterium sp. GSL-19	2812551	Archaea	Stenosarchaea group	NA	Halobacteriaceae	Halobacterium
Caeruleovirus Bcp1	1985176	Viruses	Duplodnaviria	Heunggongvirae	Herelleviridae	Caeruleovirus
Lactobacillus phage KC5a	363555	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Synechococcus phage ACG-2014e	1493510	Viruses	Duplodnaviria	Heunggongvirae	Kyanoviridae	Chalconvirus
Synechococcus phage syn9	382359	Viruses	Duplodnaviria	Heunggongvirae	Kyanoviridae	Ormenosvirus
Tequatrovirus efftwo	2844193	Viruses	Duplodnaviria	Heunggongvirae	Straboviridae	Tequatrovirus
Proteus phage phiP4-3	2065203	Viruses	Duplodnaviria	Heunggongvirae	Straboviridae	Bragavirus
Erwinia phage Cronus	2163633	Viruses	Duplodnaviria	Heunggongvirae	Straboviridae	Roskildevirus
Catalunyavirus C5a	2734057	Viruses	Duplodnaviria	Heunggongvirae	Peduoviridae	Catalunyavirus
Prochlorococcus phage P-HM1	445700	Viruses	Duplodnaviria	Heunggongvirae	NA	Eurybiavirus
Felixounavirus EC6	1965376	Viruses	Duplodnaviria	Heunggongvirae	NA	Felixounavirus
Yersinia phage fHe-Yen9-01	1965363	Viruses	Duplodnaviria	Heunggongvirae	Straboviridae	Tegunavirus
Becedseptimavirus BCD7	2843753	Viruses	Duplodnaviria	Heunggongvirae	NA	Becedseptimavirus
Lactobacillus phage phiadh	12417	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Staphylococcus phage IME-SA4	1610872	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Pseudoalteromonas phage H105/1	877240	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Mycobacterium phage Typha	2517971	Viruses	Duplodnaviria	Heunggongvirae	NA	Typhavirus
Flavobacterium phage 11b	294631	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Staphylococcus phage StB27	1147044	Viruses	Duplodnaviria	Heunggongvirae	NA	Dubowvirus
Audreyjarvisvirus av949	2845184	Viruses	Duplodnaviria	Heunggongvirae	NA	Audreyjarvisvirus
Questintvirus Q54	2845460	Viruses	Duplodnaviria	Heunggongvirae	NA	Questintvirus
Triavirus P240	2846265	Viruses	Duplodnaviria	Heunggongvirae	NA	Triavirus
Gordonia phage JuJu	2590929	Viruses	Duplodnaviria	Heunggongvirae	NA	Jujuvirus
Minhovirus IME199	2844149	Viruses	Duplodnaviria	Heunggongvirae	Rountreeviridae	Minhovirus
Gaunavirus SRT01hs	2495532	Viruses	Duplodnaviria	Heunggongvirae	Salasmaviridae	Gaunavirus
Drulisvirus altogao	2733599	Viruses	Duplodnaviria	Heunggongvirae	Autographiviridae	Drulisvirus
crAssphage cr113_1	2772087	Viruses	Duplodnaviria	Heunggongvirae	Suoliviridae	Buchavirus
crAssphage cr118_1	2772063	Viruses	Duplodnaviria	Heunggongvirae	Suoliviridae	Besingivirus
Mylasvirus persius	1914020	Viruses	Duplodnaviria	Heunggongvirae	Straboviridae	Mylasvirus
Elephantid betaherpesvirus 1	146015	Viruses	Duplodnaviria	Heunggongvirae	Herpesviridae	Proboscivirus
Rousettus bat coronavirus HKU9	694006	Viruses	Riboviria	Orthornavirae	Coronaviridae	Betacoronavirus
Common moorhen coronavirus HKU21	1159902	Viruses	Riboviria	Orthornavirae	Coronaviridae	Deltacoronavirus
Tahyna orthobunyavirus	2560796	Viruses	Riboviria	Orthornavirae	Peribunyaviridae	Orthobunyavirus
Idnoreovirus 1	311226	Viruses	Riboviria	Orthornavirae	Spinareoviridae	Idnoreovirus
Sweet potato collusive virus	930168	Viruses	Riboviria	Pararnavirae	Caulimoviridae	Cavemovirus
Wuhan house centipede virus 1	1923705	Viruses	Riboviria	NA	NA	NA
Hubei orthoptera virus 3	1923011	Viruses	Riboviria	NA	NA	NA
Paulavirus viph1020o	2845770	Viruses	Varidnaviria	Bamfordvirae	Autolykiviridae	Paulavirus
Choristoneura rosaceana nucleopolyhedrovirus	58094	Viruses	NA	NA	Baculoviridae	Alphabaculovirus
Orgyia pseudotsugata multiple nucleopolyhedrovirus	262177	Viruses	NA	NA	Baculoviridae	Alphabaculovirus
Cyclophragma undans nucleopolyhedrovirus	1906244	Viruses	NA	NA	Baculoviridae	Alphabaculovirus
Microplitis demolitor bracovirus	53988	Viruses	NA	NA	Polydnaviriformidae	Bracoviriform
Alphaglobulovirus TTSV1	2843678	Viruses	NA	NA	Globuloviridae	Alphaglobulovirus
Aurantimicrobium photophilum	1987356	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Aurantimicrobium
Streptomyces griseofuscus	146922	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Calothrix sp. NIES-4105	2005463	Bacteria	Terrabacteria group	NA	Calotrichaceae	Calothrix
Serratia sp. LS-1	2485839	Bacteria	NA	NA	Yersiniaceae	Serratia
Erwinia pyrifoliae	79967	Bacteria	NA	NA	Erwiniaceae	Erwinia
Cobetia amphilecti	1055104	Bacteria	NA	NA	Halomonadaceae	Cobetia
Pseudomonas sp. DNDY-54	2870860	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Pseudomonas monsensis	2745509	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Hydrogenovibrio thermophilus	265883	Bacteria	NA	NA	Piscirickettsiaceae	Hydrogenovibrio
Wolbachia endosymbiont of Drosophila innubila	282263	Bacteria	NA	NA	Anaplasmataceae	Wolbachia
Wolbachia endosymbiont of Onchocerca ochengi	100901	Bacteria	NA	NA	Anaplasmataceae	Wolbachia
Methylacidimicrobium sp. B4	2796139	Bacteria	PVC group	NA	NA	Methylacidimicrobium
Baoshanvirus BS2	2734047	Viruses	Duplodnaviria	Heunggongvirae	Herelleviridae	Baoshanvirus
Wphvirus WPh	1922328	Viruses	Duplodnaviria	Heunggongvirae	Herelleviridae	Wphvirus
Matervirus mater	2560332	Viruses	Duplodnaviria	Heunggongvirae	Herelleviridae	Matervirus
Kochikohdavirus EFLK1	2560423	Viruses	Duplodnaviria	Heunggongvirae	Herelleviridae	Kochikohdavirus
Harbinvirus bromius	2734049	Viruses	Duplodnaviria	Heunggongvirae	Herelleviridae	Harbinvirus
Hopescreekvirus LfeInf	2845136	Viruses	Duplodnaviria	Heunggongvirae	Herelleviridae	Hopescreekvirus
Clostridium phage phiCT453A	1567012	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Vibrio phage qdvp001	1003177	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Cyanophage S-RIM32	1278479	Viruses	Duplodnaviria	Heunggongvirae	Kyanoviridae	Bristolvirus
Thermus phage TMA	699370	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Tequatrovirus ecomnbg2	2844214	Viruses	Duplodnaviria	Heunggongvirae	Straboviridae	Tequatrovirus
Schizotequatrovirus valkk3	1914021	Viruses	Duplodnaviria	Heunggongvirae	Straboviridae	Schizotequatrovirus
Synechococcus phage S-CAM8	754038	Viruses	Duplodnaviria	Heunggongvirae	Kyanoviridae	Neritesvirus
Synechococcus phage ACG-2014c	1079998	Viruses	Duplodnaviria	Heunggongvirae	Kyanoviridae	Namakavirus
Eneladusvirus BF	2560751	Viruses	Duplodnaviria	Heunggongvirae	NA	Eneladusvirus
Bacteroides phage B40-8	99179	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Priunavirus PR1	2560652	Viruses	Duplodnaviria	Heunggongvirae	Demerecviridae	Priunavirus
Copernicusvirus Ef63	2844140	Viruses	Duplodnaviria	Heunggongvirae	Rountreeviridae	Copernicusvirus
Przondovirus KN41	2733673	Viruses	Duplodnaviria	Heunggongvirae	Autographiviridae	Przondovirus
Webervirus KP36	1920861	Viruses	Duplodnaviria	Heunggongvirae	Drexlerviridae	Webervirus
Cetovirus ceto	2060092	Viruses	Duplodnaviria	Heunggongvirae	Demerecviridae	Cetovirus
Cellulophaga phage phi13:2	1328030	Viruses	Duplodnaviria	Heunggongvirae	Pachyviridae	Baltivirus
IAS virus	1450749	Viruses	Duplodnaviria	Heunggongvirae	Steigviridae	Paundivirus
Macacine betaherpesvirus 8	2560567	Viruses	Duplodnaviria	Heunggongvirae	Herpesviridae	Cytomegalovirus
Aphid lethal paralysis virus	209529	Viruses	Riboviria	Orthornavirae	Dicistroviridae	Cripavirus
Sin Nombre orthohantavirus	1980491	Viruses	Riboviria	Orthornavirae	Hantaviridae	Orthohantavirus
Nome phantom orthophasmavirus	1980540	Viruses	Riboviria	Orthornavirae	Phasmaviridae	Orthophasmavirus
Teviot pararubulavirus	2560803	Viruses	Riboviria	Orthornavirae	Paramyxoviridae	Pararubulavirus
Caprine arthritis encephalitis virus	11660	Viruses	Riboviria	Pararnavirae	Retroviridae	Lentivirus
Beihai hepe-like virus 8	1922385	Viruses	Riboviria	NA	NA	NA
Hubei picorna-like virus 15	1923094	Viruses	Riboviria	NA	NA	NA
Wenzhou channeled applesnail virus 3	1923559	Viruses	Riboviria	NA	NA	NA
Wenzhou picorna-like virus 36	1923622	Viruses	Riboviria	NA	NA	NA
Ostreococcus lucimarinus virus OlV5	754064	Viruses	Varidnaviria	Bamfordvirae	Phycodnaviridae	Prasinovirus
Salmon gillpox virus	2734576	Viruses	Varidnaviria	Bamfordvirae	Poxviridae	Salmonpoxvirus
Autographa californica multiple nucleopolyhedrovirus	307456	Viruses	NA	NA	Baculoviridae	Alphabaculovirus
Siegesbeckia yellow vein virus	371401	Viruses	Monodnaviria	Shotokuvirae	Geminiviridae	Begomovirus
Sulfolobus ellipsoid virus 1	2056194	Viruses	NA	NA	Ovaliviridae	Alphaovalivirus
