taxa	taxid	superkingdom	clade	kingdom	family	genus
Agricanvirus Ea3570	1984778	Viruses	Duplodnaviria	Heunggongvirae	NA	Agricanvirus
Rosemountvirus BP63	2734136	Viruses	Duplodnaviria	Heunggongvirae	NA	Rosemountvirus
Cyanophage MED4-117	889954	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Enterococus phage vipetofem	2719594	Viruses	Duplodnaviria	Heunggongvirae	NA	Vipetofemvirus
Croceibacter phage P2559Y	1327037	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Listeria phage P35	330398	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Mycobacterium phage Naca	2126816	Viruses	Duplodnaviria	Heunggongvirae	NA	Benedictvirus
Skunavirus B1127	2845450	Viruses	Duplodnaviria	Heunggongvirae	NA	Skunavirus
Audreyjarvisvirus LW81	2845421	Viruses	Duplodnaviria	Heunggongvirae	NA	Audreyjarvisvirus
Eisenstarkvirus L7	2560842	Viruses	Duplodnaviria	Heunggongvirae	NA	Eisenstarkvirus
Nevevirus P078	2845426	Viruses	Duplodnaviria	Heunggongvirae	NA	Nevevirus
Steinhofvirus JWX	1982229	Viruses	Duplodnaviria	Heunggongvirae	NA	Steinhofvirus
Ceduovirus bIBBAm4	2845466	Viruses	Duplodnaviria	Heunggongvirae	NA	Ceduovirus
uncultured Caudovirales phage	2100421	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Tequintavirus SP01	2733990	Viruses	Duplodnaviria	Heunggongvirae	Demerecviridae	Tequintavirus
Gregsiragusavirus phi24R	2843989	Viruses	Duplodnaviria	Heunggongvirae	Guelinviridae	Gregsiragusavirus
crAssphage cr116_1	2772073	Viruses	Duplodnaviria	Heunggongvirae	Steigviridae	Pamirivirus
Bacteroides phage DAC15	2710495	Viruses	Duplodnaviria	Heunggongvirae	Steigviridae	Wulfhauvirus
Phocid alphaherpesvirus 1	47418	Viruses	Duplodnaviria	Heunggongvirae	Herpesviridae	Varicellovirus
Taterapox virus	28871	Viruses	Varidnaviria	Bamfordvirae	Poxviridae	Orthopoxvirus
Lumpy skin disease virus	59509	Viruses	Varidnaviria	Bamfordvirae	Poxviridae	Capripoxvirus
Goose aviadenovirus A	1193420	Viruses	Varidnaviria	Bamfordvirae	Adenoviridae	Aviadenovirus
Frog siadenovirus A	298331	Viruses	Varidnaviria	Bamfordvirae	Adenoviridae	Siadenovirus
Sulfolobus turreted icosahedral virus 1	269145	Viruses	Varidnaviria	Bamfordvirae	Turriviridae	Alphaturrivirus
Erinnyis ello granulovirus	307444	Viruses	NA	NA	Baculoviridae	Betabaculovirus
Sewage-associated circular DNA virus-21	1592088	Viruses	NA	NA	NA	NA
Tetraparvovirus sp.	1908804	Viruses	Monodnaviria	Shotokuvirae	Parvoviridae	Tetraparvovirus
Avon-Heathcote Estuary associated circular virus 6	1618257	Viruses	Monodnaviria	Shotokuvirae	Circoviridae	NA
Abaca bunchy top virus	438782	Viruses	Monodnaviria	Shotokuvirae	Nanoviridae	Babuvirus
Okra yellow crinkle Cameroon alphasatellite	743023	Viruses	NA	NA	Alphasatellitidae	Gosmusatellite
Dietzia sp. JS16-p6b	2052657	Bacteria	Terrabacteria group	NA	Dietziaceae	Dietzia
Vibrio neocaledonicus	1208308	Bacteria	NA	NA	Vibrionaceae	Vibrio
Macacine gammaherpesvirus 4	45455	Viruses	Duplodnaviria	Heunggongvirae	Herpesviridae	Lymphocryptovirus
Colunavirus CL2	2845131	Viruses	Duplodnaviria	Heunggongvirae	NA	Colunavirus
Colunavirus CL1	2845130	Viruses	Duplodnaviria	Heunggongvirae	NA	Colunavirus
Junavirus LJ	2845134	Viruses	Duplodnaviria	Heunggongvirae	NA	Junavirus
Junavirus J1	2845132	Viruses	Duplodnaviria	Heunggongvirae	NA	Junavirus
Lacnuvirus LcNu	2845135	Viruses	Duplodnaviria	Heunggongvirae	NA	Lacnuvirus
Ashduovirus A2	2845128	Viruses	Duplodnaviria	Heunggongvirae	NA	Ashduovirus
Sukhumvitvirus T25	2845143	Viruses	Duplodnaviria	Heunggongvirae	NA	Sukhumvitvirus
Central cimpanzee simian foamy virus	2170194	Viruses	Riboviria	Pararnavirae	Retroviridae	Simiispumavirus
Ungulate copiparvovirus 2	1511890	Viruses	Monodnaviria	Shotokuvirae	Parvoviridae	Copiparvovirus
Human coronavirus HKU1	290028	Viruses	Riboviria	Orthornavirae	Coronaviridae	Betacoronavirus
Murine coronavirus	694005	Viruses	Riboviria	Orthornavirae	Coronaviridae	Betacoronavirus
Middle East respiratory syndrome-related coronavirus	1335626	Viruses	Riboviria	Orthornavirae	Coronaviridae	Betacoronavirus
Shrew coronavirus	2050019	Viruses	Riboviria	Orthornavirae	Coronaviridae	NA
Alphacoronavirus 1	693997	Viruses	Riboviria	Orthornavirae	Coronaviridae	Alphacoronavirus
Canada goose coronavirus	2569586	Viruses	Riboviria	Orthornavirae	Coronaviridae	Gammacoronavirus
Bat coronavirus	1508220	Viruses	Riboviria	Orthornavirae	Coronaviridae	NA
Yongjia uukuvirus	2734607	Viruses	Riboviria	Orthornavirae	Phenuiviridae	Uukuvirus
Bat mumps orthorubulavirus	2560340	Viruses	Riboviria	Orthornavirae	Paramyxoviridae	Orthorubulavirus
Torque teno virus 22	687361	Viruses	NA	NA	Anelloviridae	Alphatorquevirus
Torque teno virus 16	687355	Viruses	NA	NA	Anelloviridae	Alphatorquevirus
Obolenskvirus AB1	1915208	Viruses	Duplodnaviria	Heunggongvirae	NA	Obolenskvirus
Providencia sp. 1709051003	2603246	Bacteria	NA	NA	Morganellaceae	Providencia
Brucella sp. BO3	2691913	Bacteria	NA	NA	Brucellaceae	Brucella
Bacillus sp. YP1	1574141	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Yellow head virus	96029	Viruses	Riboviria	Orthornavirae	Roniviridae	Okavirus
Wutai mosquito phasivirus	1980612	Viruses	Riboviria	Orthornavirae	Phenuiviridae	Phasivirus
Beihai picorna-like virus 17	1922559	Viruses	Riboviria	NA	NA	NA
Heilongjiangvirus Lb	2734110	Viruses	Duplodnaviria	Heunggongvirae	NA	Heilongjiangvirus
Pseudotevenvirus RB16	329381	Viruses	Duplodnaviria	Heunggongvirae	Straboviridae	Pseudotevenvirus
Vapseptimavirus VAP7	2841303	Viruses	Duplodnaviria	Heunggongvirae	Ackermannviridae	Vapseptimavirus
Leporid alphaherpesvirus 4	481315	Viruses	Duplodnaviria	Heunggongvirae	Herpesviridae	Simplexvirus
Staphylococcus sp. MZ1	2836369	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Tylonycteris bat coronavirus HKU4	694007	Viruses	Riboviria	Orthornavirae	Coronaviridae	Betacoronavirus
Cadicivirus B	2560366	Viruses	Riboviria	Orthornavirae	Picornaviridae	Dicipivirus
Erwinia phage pEa_SNUABM_1	2869543	Viruses	Duplodnaviria	Heunggongvirae	NA	Alexandravirus
Ronodorvirus pssm3	2845938	Viruses	Duplodnaviria	Heunggongvirae	Kyanoviridae	Ronodorvirus
Dubowvirus TEM126	2846297	Viruses	Duplodnaviria	Heunggongvirae	NA	Dubowvirus
Staphylococcus phage IME-SA4	1610872	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Acanthocystis turfacea chlorella virus 1	322019	Viruses	Varidnaviria	Bamfordvirae	Phycodnaviridae	Chlorovirus
Dolphin mastadenovirus B	2170001	Viruses	Varidnaviria	Bamfordvirae	Adenoviridae	Mastadenovirus
European mountain ash ringspot-associated virus	1980426	Viruses	Riboviria	Orthornavirae	Fimoviridae	Emaravirus
Human endogenous retrovirus K	45617	Viruses	Riboviria	Pararnavirae	Retroviridae	NA
Chertseyvirus GE1	2845410	Viruses	Duplodnaviria	Heunggongvirae	NA	Chertseyvirus
Cellulophaga phage phi12a:1	1327987	Viruses	Monodnaviria	Sangervirae	Microviridae	NA
Schlumbergera virus X	253700	Viruses	Riboviria	Orthornavirae	Alphaflexiviridae	Potexvirus
Opuntia virus X	253702	Viruses	Riboviria	Orthornavirae	Alphaflexiviridae	Potexvirus
Cytorhabdovirus flaviyerbamate	2734389	Viruses	Riboviria	Orthornavirae	Rhabdoviridae	Cytorhabdovirus
Arurhavirus xiburema	2734373	Viruses	Riboviria	Orthornavirae	Rhabdoviridae	Arurhavirus
Higashivirus RSB1	2733591	Viruses	Duplodnaviria	Heunggongvirae	Autographiviridae	Higashivirus
Rhizobium sp. S41	1869170	Bacteria	NA	NA	Rhizobiaceae	Rhizobium
Streptomyces sp. TYQ1024	2762559	Bacteria	Terrabacteria group	NA	Streptomycetaceae	Streptomyces
Sweet potato virus C	930881	Viruses	Riboviria	Orthornavirae	Potyviridae	Potyvirus
Mal de Rio Cuarto virus	185954	Viruses	Riboviria	Orthornavirae	Spinareoviridae	Fijivirus
Changjiang crawfish virus 3	1922767	Viruses	Riboviria	NA	NA	NA
Caeruleovirus Bc431	1985175	Viruses	Duplodnaviria	Heunggongvirae	Herelleviridae	Caeruleovirus
Kuttervirus SeJ	2846113	Viruses	Duplodnaviria	Heunggongvirae	Ackermannviridae	Kuttervirus
Enterobacteria phage IME10	1090133	Viruses	Duplodnaviria	Heunggongvirae	NA	Lederbergvirus
Fowl aviadenovirus B	190062	Viruses	Varidnaviria	Bamfordvirae	Adenoviridae	Aviadenovirus
Faba bean necrotic yellows virus	59817	Viruses	Monodnaviria	Shotokuvirae	Nanoviridae	Nanovirus
Tomato yellow leaf curl Kanchanaburi virus	266799	Viruses	Monodnaviria	Shotokuvirae	Geminiviridae	Begomovirus
Plectrovirus L51	2170098	Viruses	Monodnaviria	Loebvirae	Plectroviridae	Plectrovirus
Proteus phage vB_PmiM_Pm5461	1636250	Viruses	Duplodnaviria	Heunggongvirae	Straboviridae	Bragavirus
Saphexavirus BC611	1982377	Viruses	Duplodnaviria	Heunggongvirae	NA	Saphexavirus
Alphacrustrhavirus wenling	2846657	Viruses	Riboviria	Orthornavirae	Rhabdoviridae	Alphacrustrhavirus
Rose leaf rosette-associated virus	1543207	Viruses	Riboviria	Orthornavirae	Closteroviridae	Closterovirus
Jaagsiekte sheep retrovirus	11746	Viruses	Riboviria	Pararnavirae	Retroviridae	Betaretrovirus
Sida yellow vein virus	223321	Viruses	Monodnaviria	Shotokuvirae	Geminiviridae	Begomovirus
Prevotella sp. E13-1	2913995	Bacteria	FCB group	NA	Prevotellaceae	Prevotella
Rousettus bat coronavirus HKU9	694006	Viruses	Riboviria	Orthornavirae	Coronaviridae	Betacoronavirus
Pepper severe mosaic virus	12210	Viruses	Riboviria	Orthornavirae	Potyviridae	Potyvirus
Rotterdam reptarenavirus	2170179	Viruses	Riboviria	Orthornavirae	Arenaviridae	Reptarenavirus
Tibet orbivirus	1428763	Viruses	Riboviria	Orthornavirae	Sedoreoviridae	Orbivirus
Yacon necrotic mottle virus	1561150	Viruses	Riboviria	Pararnavirae	Caulimoviridae	Badnavirus
Enterococcus phage EFC-1	1486428	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Streptococcus phage PH10	644007	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Demosthenesvirus katyusha	1982108	Viruses	Duplodnaviria	Heunggongvirae	NA	Demosthenesvirus
Acinetobacter phage vB_AbaM_phiAbaA1	1605379	Viruses	Duplodnaviria	Heunggongvirae	NA	Saclayvirus
Wanjuvirus PP2	2733377	Viruses	Duplodnaviria	Heunggongvirae	Autographiviridae	Wanjuvirus
Bacillus phage DLc1	2777318	Viruses	Duplodnaviria	Heunggongvirae	Salasmaviridae	Huangshavirus
Bacteroides phage crAss001	2301731	Viruses	Duplodnaviria	Heunggongvirae	Steigviridae	Kehishuvirus
Lake Sarah-associated circular virus-5	1685779	Viruses	NA	NA	NA	NA
Ippy mammarenavirus	55096	Viruses	Riboviria	Orthornavirae	Arenaviridae	Mammarenavirus
Tapara phlebovirus	2734474	Viruses	Riboviria	Orthornavirae	Phenuiviridae	Phlebovirus
Lazarusvirus apostate	2843631	Viruses	Duplodnaviria	Heunggongvirae	Straboviridae	Lazarusvirus
Tsukamurella phage TPA4	1647476	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Mycobacterium phage Bipper	1805457	Viruses	Duplodnaviria	Heunggongvirae	NA	Bippervirus
Pepper yellow leaf curl virus	881944	Viruses	Monodnaviria	Shotokuvirae	Geminiviridae	Begomovirus
Chenuda virus	40065	Viruses	Riboviria	Orthornavirae	Sedoreoviridae	Orbivirus
Thermus phage phiYS40	407392	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Mycobacterium phage MrMagoo	1927020	Viruses	Duplodnaviria	Heunggongvirae	Vilmaviridae	Reyvirus
Yellowstone Lake virophage 6	1557034	Viruses	Varidnaviria	Bamfordvirae	Lavidaviridae	NA
Squash leaf curl virus	10829	Viruses	Monodnaviria	Shotokuvirae	Geminiviridae	Begomovirus
Lucheng Rn rat coronavirus	1508224	Viruses	Riboviria	Orthornavirae	Coronaviridae	Alphacoronavirus
Scotophilus bat coronavirus 512	693999	Viruses	Riboviria	Orthornavirae	Coronaviridae	Alphacoronavirus
Avian coronavirus	694014	Viruses	Riboviria	Orthornavirae	Coronaviridae	Gammacoronavirus
Phietavirus pv3MRA	2846250	Viruses	Duplodnaviria	Heunggongvirae	NA	Phietavirus
Mamestra brassicae multiple nucleopolyhedrovirus	78219	Viruses	NA	NA	Baculoviridae	Alphabaculovirus
Staphylococcus sp. SM3655	2807625	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Pseudomonas sp. KUIN-1	2609418	Bacteria	NA	NA	Pseudomonadaceae	Pseudomonas
Tybeckvirus SAC12B	2845142	Viruses	Duplodnaviria	Heunggongvirae	Herelleviridae	Tybeckvirus
Sulfolobus monocaudavirus SMV4	1732178	Viruses	NA	NA	Bicaudaviridae	NA
China Rattus coronavirus HKU24	2501960	Viruses	Riboviria	Orthornavirae	Coronaviridae	Betacoronavirus
NL63-related bat coronavirus strain BtKYNL63-9b	2501929	Viruses	Riboviria	Orthornavirae	Coronaviridae	Alphacoronavirus
Nyctalus velutinus alphacoronavirus SC-2013	2501928	Viruses	Riboviria	Orthornavirae	Coronaviridae	Alphacoronavirus
Hubei picorna-like virus 27	1923107	Viruses	Riboviria	NA	NA	NA
Biseptimavirus SA345ruMSSAST8	2846277	Viruses	Duplodnaviria	Heunggongvirae	NA	Biseptimavirus
Mycobacterium virus TM4	1993872	Viruses	Duplodnaviria	Heunggongvirae	NA	Timquatrovirus
Gelderlandvirus s16	1913658	Viruses	Duplodnaviria	Heunggongvirae	Straboviridae	Gelderlandvirus
Bottigliavirus ABV	2843875	Viruses	NA	NA	Ampullaviridae	Bottigliavirus
Staphylococcus sp. SM9054	2807624	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Kairi orthobunyavirus	1933276	Viruses	Riboviria	Orthornavirae	Peribunyaviridae	Orthobunyavirus
Ntaya virus	64292	Viruses	Riboviria	Orthornavirae	Flaviviridae	Flavivirus
Hubei picorna-like virus 16	1923095	Viruses	Riboviria	NA	NA	NA
Synechococcus phage ACG-2014g	1493512	Viruses	Duplodnaviria	Heunggongvirae	Kyanoviridae	Macariavirus
Bastillevirus bastille	1918011	Viruses	Duplodnaviria	Heunggongvirae	Herelleviridae	Bastillevirus
Mythimna unipuncta nucleopolyhedrovirus	447897	Viruses	NA	NA	Baculoviridae	Alphabaculovirus
Wuhan insect virus 21	1923725	Viruses	Riboviria	NA	NA	NA
Synechococcus phage ACG-2014d	1493509	Viruses	Duplodnaviria	Heunggongvirae	Kyanoviridae	Lowelvirus
Enterobacter cloacae complex sp. ECL411	2912629	Bacteria	NA	NA	Enterobacteriaceae	Enterobacter
Persea americana chrysovirus	1587509	Viruses	Riboviria	Orthornavirae	Chrysoviridae	Alphachrysovirus
Ayaqvirus S45C18	2733893	Viruses	Duplodnaviria	Heunggongvirae	Autographiviridae	Ayaqvirus
Sulfolobus islandicus filamentous virus	176106	Viruses	Adnaviria	Zilligvirae	Lipothrixviridae	Betalipothrixvirus
Nankokuvirus G1	2560662	Viruses	Duplodnaviria	Heunggongvirae	NA	Nankokuvirus
Kuravirus NJ01	1987940	Viruses	Duplodnaviria	Heunggongvirae	NA	Kuravirus
Staphylococcus phage phiRS7	1403390	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Pseudomonas phage vB_PaeP_Tr60_Ab31	1449437	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Tangaroavirus NATL2A133	2733963	Viruses	Duplodnaviria	Heunggongvirae	Autographiviridae	Tangaroavirus
Rehmannia mosaic virus	425279	Viruses	Riboviria	Orthornavirae	Virgaviridae	Tobamovirus
Mycobacterium sp. MOTT36Y	1168287	Bacteria	Terrabacteria group	NA	Mycobacteriaceae	Mycobacterium
Mycobacterium phage Steamy	2250309	Viruses	Duplodnaviria	Heunggongvirae	NA	Pharaohvirus
Unyawovirus DUPPII	2733887	Viruses	Duplodnaviria	Heunggongvirae	Autographiviridae	Unyawovirus
Pythium polare bunya-like RNA virus 1	2137352	Viruses	NA	NA	NA	NA
Halobacterium sp. BOL4-2	2810537	Archaea	Stenosarchaea group	NA	Halobacteriaceae	Halobacterium
Equid gammaherpesvirus 2	12657	Viruses	Duplodnaviria	Heunggongvirae	Herpesviridae	Percavirus
Wphvirus WPh	1922328	Viruses	Duplodnaviria	Heunggongvirae	Herelleviridae	Wphvirus
Shayang spider virus 4	1746062	Viruses	Riboviria	NA	NA	NA
Alces alces faeces associated circular virus MP65	2219143	Viruses	Monodnaviria	Shotokuvirae	Genomoviridae	NA
Erskinevirus EaH2	2169883	Viruses	Duplodnaviria	Heunggongvirae	NA	Erskinevirus
Psychrobacter alimentarius	261164	Bacteria	NA	NA	Moraxellaceae	Psychrobacter
Bacillus sp. 275	1941347	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Microbacterium sp. CGR1	1696072	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Tenacibaculum sp. AHE15PA	2745566	Bacteria	FCB group	NA	Flavobacteriaceae	Tenacibaculum
Broad bean wilt virus 2	76875	Viruses	Riboviria	Orthornavirae	Secoviridae	Fabavirus
La Jolla virus	1654357	Viruses	Riboviria	Orthornavirae	Iflaviridae	NA
Nesidiocoris tenuis iflavirus 1	2099521	Viruses	Riboviria	Orthornavirae	Iflaviridae	NA
Nephila clavipes virus 2	2108205	Viruses	Riboviria	Orthornavirae	NA	NA
Tobacco mild green mosaic virus	12241	Viruses	Riboviria	Orthornavirae	Virgaviridae	Tobamovirus
White clover mosaic virus	12188	Viruses	Riboviria	Orthornavirae	Alphaflexiviridae	Potexvirus
Sclerotinia sclerotiorum mycoreovirus 4	1840528	Viruses	Riboviria	Orthornavirae	Spinareoviridae	Mycoreovirus
Hubei picorna-like virus 55	1923137	Viruses	Riboviria	NA	NA	NA
Myohalovirus phiH	1980944	Viruses	Duplodnaviria	Heunggongvirae	Vertoviridae	Myohalovirus
Acionnavirus monteraybay	2734078	Viruses	Duplodnaviria	Heunggongvirae	Kyanoviridae	Acionnavirus
Mycobacterium phage Mercurio	2575612	Viruses	Duplodnaviria	Heunggongvirae	NA	Jolieduovirus
Rosenblumvirus AGO13	2732600	Viruses	Duplodnaviria	Heunggongvirae	Rountreeviridae	Rosenblumvirus
Rosenblumvirus SCH1	2732604	Viruses	Duplodnaviria	Heunggongvirae	Rountreeviridae	Rosenblumvirus
Lirvirus SCBP3	2733931	Viruses	Duplodnaviria	Heunggongvirae	Autographiviridae	Lirvirus
Pogseptimavirus VspSw1	2733997	Viruses	Duplodnaviria	Heunggongvirae	Demerecviridae	Pogseptimavirus
Cronobacter phage vB_CsaP_GAP52	1141137	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Rhizobium phage vB_RleM_P10VF	1527770	Viruses	Duplodnaviria	Heunggongvirae	Ackermannviridae	NA
Anguillid herpesvirus 1	150286	Viruses	Duplodnaviria	Heunggongvirae	Alloherpesviridae	Cyprinivirus
Clostera anastomosis granulovirus A	1986289	Viruses	NA	NA	Baculoviridae	Betabaculovirus
Rhodococcus sp. YL-1	1045808	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Parasaccharibacter sp. TMW 2.1888	2268025	Bacteria	NA	NA	Acetobacteraceae	Parasaccharibacter
Incheonvrus P12002L	1982245	Viruses	Duplodnaviria	Heunggongvirae	NA	Incheonvirus
Lacusarxvirus lacusarx	2560778	Viruses	Duplodnaviria	Heunggongvirae	NA	Lacusarxvirus
Corynebacterium virus P1201	2560395	Viruses	Duplodnaviria	Heunggongvirae	Zierdtviridae	Chunghsingvirus
Kennedya yellow mosaic virus	12158	Viruses	Riboviria	Orthornavirae	Tymoviridae	Tymovirus
African cassava mosaic Burkina Faso virus	2560285	Viruses	Monodnaviria	Shotokuvirae	Geminiviridae	Begomovirus
Brucella microti	444163	Bacteria	NA	NA	Brucellaceae	Brucella
Aphroditevirus USC1	2846605	Viruses	Duplodnaviria	Heunggongvirae	NA	Aphroditevirus
Escherichia phage vB_EcoM_005	2500761	Viruses	Duplodnaviria	Heunggongvirae	Straboviridae	Dhakavirus
Jiaoyazivirus RSB3	2733922	Viruses	Duplodnaviria	Heunggongvirae	Autographiviridae	Jiaoyazivirus
Stenotrophomonas phage S1	573591	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Hanrivervirus slyngel	2846141	Viruses	Duplodnaviria	Heunggongvirae	Drexlerviridae	Hanrivervirus
Cbunavirus A41	2845779	Viruses	Duplodnaviria	Heunggongvirae	Schitoviridae	Cbunavirus
Tomato chlorotic mottle virus	172391	Viruses	Monodnaviria	Shotokuvirae	Geminiviridae	Begomovirus
Halobacterium sp. GSL-19	2812551	Archaea	Stenosarchaea group	NA	Halobacteriaceae	Halobacterium
Rotavirus B	28876	Viruses	Riboviria	Orthornavirae	Sedoreoviridae	Rotavirus
Beihai picorna-like virus 87	1922634	Viruses	Riboviria	NA	NA	NA
Clostridium phage phiCT453A	1567012	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Stopavirus HTVC011P	2733960	Viruses	Duplodnaviria	Heunggongvirae	Autographiviridae	Stopavirus
Iris yellow spot orthotospovirus	1933295	Viruses	Riboviria	Orthornavirae	Tospoviridae	Orthotospovirus
Polygonum ringspot orthotospovirus	430606	Viruses	Riboviria	Orthornavirae	Tospoviridae	Orthotospovirus
Piscichuvirus sanxiaense	2845858	Viruses	Riboviria	Orthornavirae	Chuviridae	Piscichuvirus
Erwinia phage vB_EamM_ChrisDB	1883371	Viruses	Duplodnaviria	Heunggongvirae	NA	Machinavirus
Vientovirus	2732655	Viruses	Monodnaviria	Shotokuvirae	Redondoviridae	Torbevirus
Phasi Charoen-like phasivirus	1980610	Viruses	Riboviria	Orthornavirae	Phenuiviridae	Phasivirus
Thielaviopsis basicola mitovirus	274584	Viruses	Riboviria	Orthornavirae	Mitoviridae	Unuamitovirus
Wenling zhaovirus-like virus 1	1923551	Viruses	Riboviria	NA	NA	NA
Tequatrovirus gee4507	2844199	Viruses	Duplodnaviria	Heunggongvirae	Straboviridae	Tequatrovirus
Alphapolyomavirus cardiodermae	1891718	Viruses	Monodnaviria	Shotokuvirae	Polyomaviridae	Alphapolyomavirus
Stenotrophomonas sp. ZAC14D1_NAIMI4_1	2072411	Bacteria	NA	NA	Xanthomonadaceae	Stenotrophomonas
Beihai tombus-like virus 13	1922716	Viruses	Riboviria	NA	NA	NA
Lake Sarah-associated circular virus-51	1685781	Viruses	NA	NA	NA	NA
Brucella ovis	236	Bacteria	NA	NA	Brucellaceae	Brucella
Delftia sp. WY8	2708352	Bacteria	NA	NA	Comamonadaceae	Delftia
Microbacterium sp. KUDC0405	2909587	Bacteria	Terrabacteria group	NA	Microbacteriaceae	Microbacterium
Chickpea chlorotic stunt virus	328430	Viruses	Riboviria	Orthornavirae	Solemoviridae	Polerovirus
Soil-borne wheat mosaic virus	28375	Viruses	Riboviria	Orthornavirae	Virgaviridae	Furovirus
Bastillevirus evoli	2560330	Viruses	Duplodnaviria	Heunggongvirae	Herelleviridae	Bastillevirus
Dhakavirus mx01	2560447	Viruses	Duplodnaviria	Heunggongvirae	Straboviridae	Dhakavirus
Audreyjarvisvirus L47	2845480	Viruses	Duplodnaviria	Heunggongvirae	NA	Audreyjarvisvirus
Murine respirovirus	11191	Viruses	Riboviria	Orthornavirae	Paramyxoviridae	Respirovirus
Mivirus wuhanense	2845626	Viruses	Riboviria	Orthornavirae	Chuviridae	Mivirus
Vequintavirus slur16	2560462	Viruses	Duplodnaviria	Heunggongvirae	NA	Vequintavirus
Hubei tombus-like virus 3	1923277	Viruses	Riboviria	NA	NA	NA
Streptococcus phage YMC-2011	1051631	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Phietavirus EW	320841	Viruses	Duplodnaviria	Heunggongvirae	NA	Phietavirus
Cellulophaga phage phi38:1	1327977	Viruses	Duplodnaviria	Heunggongvirae	Pervagoviridae	Callevirus
Mycobacterium phage STLscum	2776872	Viruses	Duplodnaviria	Heunggongvirae	NA	Fromanvirus
Tequatrovirus ecomnbg2	2844214	Viruses	Duplodnaviria	Heunggongvirae	Straboviridae	Tequatrovirus
Teseptimavirus 13a	2733871	Viruses	Duplodnaviria	Heunggongvirae	Autographiviridae	Teseptimavirus
Human betaherpesvirus 6A	32603	Viruses	Duplodnaviria	Heunggongvirae	Herpesviridae	Roseolovirus
Agrotis ipsilon multiple nucleopolyhedrovirus	208013	Viruses	NA	NA	Baculoviridae	Alphabaculovirus
Shenzhenvirus AhSzq1	2733998	Viruses	Duplodnaviria	Heunggongvirae	Demerecviridae	Shenzhenvirus
Eel River basin pequenovirus	1609634	Viruses	Monodnaviria	Sangervirae	Microviridae	NA
Nitrosopumilus spindle-shaped virus	2508184	Viruses	NA	NA	Thaspiviridae	Nitmarvirus
Minipunavirus MmP1	2733648	Viruses	Duplodnaviria	Heunggongvirae	Autographiviridae	Minipunavirus
Hubei picorna-like virus 37	1923117	Viruses	Riboviria	NA	NA	NA
Japanese eel endothelial cells-infecting virus	712037	Viruses	NA	NA	NA	NA
Pepino mosaic virus	112229	Viruses	Riboviria	Orthornavirae	Alphaflexiviridae	Potexvirus
Potato aucuba mosaic virus	12182	Viruses	Riboviria	Orthornavirae	Alphaflexiviridae	Potexvirus
Vequintavirus V18	2560455	Viruses	Duplodnaviria	Heunggongvirae	NA	Vequintavirus
Bacillus phage vB_BhaS-171	1775140	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Human coronavirus 229E	11137	Viruses	Riboviria	Orthornavirae	Coronaviridae	Alphacoronavirus
Hapavirus landjia	1972618	Viruses	Riboviria	Orthornavirae	Rhabdoviridae	Hapavirus
Pistachio ampelovirus A	2093224	Viruses	Riboviria	Orthornavirae	Closteroviridae	Ampelovirus
Boolarra virus	12286	Viruses	Riboviria	Orthornavirae	Nodaviridae	Alphanodavirus
Rotavirus G	183407	Viruses	Riboviria	Orthornavirae	Sedoreoviridae	Rotavirus
Audreyjarvisvirus av949	2845184	Viruses	Duplodnaviria	Heunggongvirae	NA	Audreyjarvisvirus
Rice black streaked dwarf virus	10990	Viruses	Riboviria	Orthornavirae	Spinareoviridae	Fijivirus
Vibrio phage helene 12B3	573173	Viruses	Duplodnaviria	Heunggongvirae	NA	NA
Rhodococcus sp. LW-XY12	2856851	Bacteria	Terrabacteria group	NA	Nocardiaceae	Rhodococcus
Fako virus	1567404	Viruses	Riboviria	Orthornavirae	Spinareoviridae	Dinovernavirus
Betapapillomavirus 3	334207	Viruses	Monodnaviria	Shotokuvirae	Papillomaviridae	Betapapillomavirus
Hubei picorna-like virus 29	1923109	Viruses	Riboviria	NA	NA	NA
